,id,bufa_nr,name,street,house_number,postcode,city,email,contact_url
200,FA30,1090,Saarbrücken Am Stadtgraben - Außenst. Völklingen,Marktstr.,,66333,Völklingen,poststelle@fasb.saarland.de,
201,FA300,2863,Göppingen,Gartenstr.,42,73033,Göppingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
202,FA301,2864,Heidenheim,Marienstr.,15,89518,Heidenheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
203,FA302,2865,Heilbronn,Moltkestr.,91,74076,Heilbronn,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
204,FA303,2869,Nürtingen Außenstelle Kirchheim,Sigmaringer Str.,15,72622,Nürtingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
205,FA304,2870,Leonberg,Schlosshof,3,71229,Leonberg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
206,FA305,2871,Ludwigsburg,Alt-Württemberg-Allee,40,71631,Ludwigsburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
207,FA306,2874,Nürtingen,Sigmaringer Str.,15,72622,Nürtingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
208,FA307,2876,Öhringen,Haagweg,39,74613,Öhringen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
209,FA308,2877,Ravensburg,Broner Platz,12,88250,Weingarten,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
210,FA309,2878,Reutlingen,Leonhardsplatz,1,72764,Reutlingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
211,FA31,1113,Charlottenburg,Bismarckstraße,48,10627,Berlin,poststelle@fa-charlottenburg.verwalt-berlin.de,
212,FA310,2879,Biberach Außenstelle Riedlingen,Bahnhofstr. ,11,88400,Biberach,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
213,FA311,2880,Tauberbischofsheim,Dr.-Burger-Str.,1,97941,Tauberbischofsheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
214,FA312,2881,Sigmaringen Außenstelle Bad Saulgau,Karlstr.,31,72488,Sigmaringen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
215,FA313,2882,Schorndorf,Johann-Philipp-Palm-Str.,28,73614,Schorndorf,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
216,FA314,2883,Schwäbisch Gmünd,Augustinerstr.,6,73525,Schwäbisch Gmünd,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
217,FA315,2884,Schwäbisch Hall,Bahnhofstr.,25,74523,Schwäbisch Hall,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
218,FA316,2885,Sigmaringen,Karlstr.,31,72488,Sigmaringen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
219,FA317,2886,Tübingen,Steinlachallee,6,72072,Tübingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
220,FA318,2887,Überlingen (Bodensee),Mühlenstr.,28,88662,Überlingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
221,FA319,2888,Ulm,Wagnerstr.,2,89077,Ulm,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
222,FA32,1114,Friedrichshain-Kreuzberg,Mehringdamm,22,10961,Berlin,poststelle@fa-friedrichshain-kreuzberg.verwalt-berlin.de,
223,FA320,2889,Bad Urach,Graf-Eberhard-Platz,7,72574,Bad Urach,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
224,FA321,2890,Waiblingen,Fronackerstr.,77,71332,Waiblingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
225,FA322,2891,Wangen,Lindauer Str.,37,88239,Wangen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
226,FA323,2892,Stuttgart IV,Seidenstr.,23,70174,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
227,FA324,2893,Stuttgart I,Rotebühlplatz,30,70173,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
228,FA325,2895,Stuttgart II,Rotebühlstr.,40,70178,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
229,FA326,2896,Stuttgart Zentrales Konzernprüfungsamt,Rotebühlplatz,30,70173,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
230,FA327,2897,Stuttgart III,Rotebühlplatz,30,70173,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
231,FA328,2899,Stuttgart-Körpersch.,Paulinenstr.,44,70178,Stuttgart,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
232,FA329,3046,Potsdam,Steinstr.,104,14480,Potsdam,poststelle.fa-potsdam@fa.brandenburg.de,
233,FA33,1116,Neukölln,Thiemannstraße,1,12059,Berlin,poststelle@fa-neukoelln.verwalt-berlin.de,
234,FA330,3048,Brandenburg,Magdeburger Straße,46,14770,Brandenburg an der Havel,poststelle.fa-brandenburg@fa.brandenburg.de,
235,FA331,3049,Königs Wusterhausen,Max-Werner-Straße,9,15711,Königs Wusterhausen,poststelle.fa-koenigs-wusterhausen@fa.brandenburg.de,
236,FA332,3050,Luckenwalde,Dr.-Georg-Schaeffler-Straße,2,14943,Luckenwalde,poststelle.fa-luckenwalde@fa.brandenburg.de,
237,FA333,3051,Nauen,Ketziner Straße,3,14641,Nauen,poststelle.fa-nauen@fa.brandenburg.de,
238,FA334,3052,Kyritz,Perleberger Straße,1,16866,Kyritz,poststelle.fa-kyritz@fa.brandenburg.de,
239,FA335,3053,Oranienburg,Heinrich-Grüber-Platz,3,16515,Oranienburg,poststelle.fa-oranienburg@fa.brandenburg.de,
240,FA336,3056,Cottbus,Vom-Stein-Straße,29,3050,Cottbus,poststelle.fa-cottbus@fa.brandenburg.de,
241,FA337,3057,Calau,Springteichallee,25,3205,Calau,poststelle.fa-calau@fa.brandenburg.de,
242,FA338,3061,Frankfurt (Oder),Müllroser Chaussee,53,15236,Frankfurt (Oder),poststelle.fa-frankfurt-oder@fa.brandenburg.de,
243,FA339,3062,Angermünde,Jahnstraße,49,16278,Angermünde,poststelle.fa-angermuende@fa.brandenburg.de,
244,FA34,1117,Reinickendorf,Eichborndamm,208,13403,Berlin,poststelle@fa-reinickendorf.verwalt-berlin.de,
245,FA340,3064,Strausberg,Prötzeler Chaussee,12,15344,Strausberg,poststelle.fa-strausberg@fa.brandenburg.de,
246,FA341,3065,Eberswalde,Tramper Chaussee,5,16225,Eberswalde,poststelle.fa-eberswalde@fa.brandenburg.de,
247,FA342,3102,Magdeburg,Tessenowstraße,10,39114,Magdeburg,poststelle@fa-md.ofd.mf.sachsen-anhalt.de,
248,FA343,3103,Genthin,Berliner Chaussee,29,39307,Genthin,poststelle@fa-gtn.ofd.mf.sachsen-anhalt.de,
249,FA344,3105,Haldensleben,Jungfernstieg,37,39340,Haldensleben,poststelle@fa-hdl.ofd.mf.sachsen-anhalt.de,
250,FA345,3106,Salzwedel,Buchenallee,2,29410,Salzwedel,poststelle@fa-saw.ofd.mf.sachsen-anhalt.de,
251,FA346,3107,Staßfurt,Atzendorfer Straße,20,39418,Staßfurt,poststelle@fa-sft.ofd.mf.sachsen-anhalt.de,
252,FA347,3108,Stendal,Scharnhorststraße,87,39576,Stendal,poststelle@fa-sdl.ofd.mf.sachsen-anhalt.de,
253,FA348,3110,Halle (Saale),Hallorenring,10,6108,Halle (Saale),poststelle@fa-hal.ofd.mf.sachsen-anhalt.de,
254,FA349,3112,Merseburg,Bahnhofstraße,10,6217,Merseburg,poststelle@fa-msb.ofd.mf.sachsen-anhalt.de,
255,FA35,1118,Schöneberg,Potsdamer Straße,140,10783,Berlin,poststelle@fa-schoeneberg.verwalt-berlin.de,
256,FA350,3114,Dessau-Roßlau,Kühnauer Straße,166,6846,Dessau-Roßlau,poststelle@fa-des.ofd.mf.sachsen-anhalt.de,
257,FA351,3115,Wittenberg,Dresdener Straße,40,6886,Wittenberg,poststelle@fa-wbg.ofd.mf.sachsen-anhalt.de,
258,FA352,3116,Bitterfeld-Wolfen,OT Bitterfeld Mittelstraße,20,6749,Bitterfeld-Wolfen,poststelle@fa-btf.ofd.mf.sachsen-anhalt.de,
259,FA353,3117,Quedlinburg,Klopstockweg,21,6484,Quedlinburg,poststelle@fa-qlb.ofd.mf.sachsen-anhalt.de,
260,FA354,3118,Eisleben,Bahnhofsring,10,6295,Eisleben,poststelle@fa-eil.ofd.mf.sachsen-anhalt.de,
261,FA355,3119,Naumburg,Oststraße,26,6618,Naumburg,poststelle@fa-nbg.ofd.mf.sachsen-anhalt.de,
262,FA356,3202,Dresden-Nord,Rabenerstraße,1,1069,Dresden,poststelle@fa-dresden-nord.smf.sachsen.de,
263,FA357,3203,Dresden-Süd,Rabenerstraße,1,1069,Dresden,poststelle@fa-dresden-sued.smf.sachsen.de,
264,FA358,3204,Bautzen,Wendischer Graben,3,2625,Bautzen,poststelle@fa-bautzen.smf.sachsen.de,
265,FA359,3207,Görlitz,Sonnenstraße,7,2826,Görlitz,poststelle@fa-goerlitz.smf.sachsen.de,
266,FA36,1119,Spandau,Nonnendammallee,21,13599,Berlin,poststelle@fa-spandau.verwalt-berlin.de,
267,FA360,3208,Löbau,Georgewitzer Str.,40,2708,Löbau,poststelle@fa-loebau.smf.sachsen.de,
268,FA361,3209,Meißen,Heinrich-Heine-Straße,23,1662,Meißen,poststelle@fa-meissen.smf.sachsen.de,
269,FA362,3210,Pirna,Clara-Zetkin-Straße,1,1796,Pirna,poststelle@fa-pirna.smf.sachsen.de,
270,FA363,3213,Hoyerswerda,Pforzheimer Platz,1,2977,Hoyerswerda,poststelle@fa-hoyerswerda.smf.sachsen.de,
271,FA364,3214,Chemnitz-Süd,Paul-Bertz-Str.,1,9120,Chemnitz,poststelle@fa-chemnitz-sued.smf.sachsen.de,
272,FA365,3215,Chemnitz-Mitte,Straße der Nationen,2,9111,Chemnitz,poststelle@fa-chemnitz-mitte.smf.sachsen.de,
273,FA366,3217,Annaberg,Magazingasse,16,9456,Annaberg-B.,poststelle@fa-annaberg.smf.sachsen.de,
274,FA367,3218,Schwarzenberg,Karlsbader Str.,23,8340,Schwarzenberg,poststelle@fa-schwarzenberg.smf.sachsen.de,
275,FA368,3220,Freiberg,Brückenstr.,1,9599,Freiberg,poststelle@fa-freiberg.smf.sachsen.de,
276,FA37,1120,Steglitz,Schloßstraße,58,12165,Berlin,poststelle@fa-steglitz.verwalt-berlin.de,
277,FA370,3222,Mittweida,Robert-Koch-Str.,17,9648,Mittweida,poststelle@fa-mittweida.smf.sachsen.de,
278,FA371,3223,Plauen,Europaratstraße,17,8523,Plauen,poststelle@fa-plauen.smf.sachsen.de,
279,FA372,3224,Stollberg,Hohensteiner Straße,54,9366,Stollberg,poststelle@fa-stollberg.smf.sachsen.de,
280,FA373,3227,Zwickau,Lessingstraße,15,8058,Zwickau,poststelle@fa-zwickau.smf.sachsen.de,
281,FA374,3228,Zschopau,August-Bebel-Str.,17,9405,Zschopau,poststelle@fa-zschopau.smf.sachsen.de,
282,FA375,3231,Leipzig II,Nordplatz,11,4105,Leipzig,poststelle@fa-leipzig2.smf.sachsen.de,
283,FA376,3232,Leipzig I,Wilhelm-Liebknecht-Platz,3,4105,Leipzig,poststelle@fa-leipzig1.smf.sachsen.de,
284,FA377,3236,Döbeln,Burgstr.,31,4720,Döbeln,poststelle@fa-doebeln.smf.sachsen.de,
285,FA378,3237,Eilenburg,Walther-Rathenau-Straße,8,4838,Eilenburg,poststelle@fa-eilenburg.smf.sachsen.de,
286,FA379,3238,Grimma,Lausicker Straße,2,4668,Grimma,poststelle@fa-grimma.smf.sachsen.de,
287,FA38,1121,Tempelhof,Tempelhofer Damm,234,12099,Berlin,poststelle@fa-tempelhof.verwalt-berlin.de,
288,FA380,3239,Oschatz,Dresdener Str.,77,4758,Oschatz,poststelle@fa-oschatz.smf.sachsen.de,
289,FA381,4069,Neubrandenburg - RAB,Neustrelitzer Str.,120,17033,Neubrandenburg,poststelle@finanzamt-neubrandenburg.de,
290,FA382,4070,Neubrandenburg - RIA (Rentenempfänger im Ausland),Neustrelitzer Str.,120,17033,Neubrandenburg,ria@finanzamt-neubrandenburg.de,
291,FA383,4072,Neubrandenburg,Neustrelitzer Str.,120,17033,Neubrandenburg,poststelle@finanzamt-neubrandenburg.de,
292,FA384,4075,Waren,Einsteinstr.,15,17192,Waren (Müritz),poststelle@finanzamt-waren.de,
293,FA385,4079,Rostock,Möllner Str.,13,18109,Rostock,poststelle@finanzamt-rostock.de,
294,FA386,4080,Wismar,Philosophenweg,1,23970,Wismar,poststelle@finanzamt-wismar.de,
295,FA387,4081,Ribnitz-Damgarten,Sandhufe,3,18311,Ribnitz-Damgarten,poststelle@finanzamt-ribnitz-damgarten.de,
296,FA388,4082,Stralsund,Zur Schwedenschanze,1,18435,Stralsund,poststelle@finanzamt-stralsund.de,
297,FA389,4084,Greifswald,Am Gorzberg Haus,11,17489,Greifswald,poststelle@finanzamt-greifswald.de,
298,FA39,1123,Wedding,Osloer Straße,37,13359,Berlin,poststelle@fa-wedding.verwalt-berlin.de,
299,FA390,4086,Güstrow,Klosterhof,1,18273,Güstrow,poststelle@finanzamt-guestrow.de,
300,FA391,4087,Hagenow,Steegener Chaussee,8,19230,Hagenow,poststelle@finanzamt-hagenow.de,
301,FA392,4090,Schwerin,Johannes-Stelling-Str.,9,19053,Schwerin,poststelle@finanzamt-schwerin.de,
302,FA393,4151,Erfurt,August-Röbling-Straße,10,99091,Erfurt,poststelle@finanzamt-erfurt.thueringen.de,
303,FA394,4154,Ilmenau,Wallgraben,1,98686,Ilmenau,poststelle@finanzamt-ilmenau.thueringen.de,
304,FA395,4155,Eisenach,Ernst-Thälmann-Straße,70,99817,Eisenach,poststelle@finanzamt-eisenach.thueringen.de,
305,FA396,4156,Gotha,Reuterstr.,2,99853,Gotha,poststelle@finanzamt-gotha.thueringen.de,
306,FA397,4157,Mühlhausen,Martinistr.,22,99974,Mühlhausen,poststelle@finanzamt-muehlhausen.thueringen.de,
307,FA398,4159,Sondershausen,Schillerstraße,6,99706,Sondershausen,poststelle@finanzamt-sondershausen.thueringen.de,
308,FA399,4161,Gera,Hermann-Drechsler-Str.,1,7548,Gera,poststelle@finanzamt-gera.thueringen.de,
309,FA40,1124,Wilmersdorf,Albrecht-Achilles-Straße,61,10709,Berlin,poststelle@fa-wilmersdorf.verwalt-berlin.de,
310,FA400,4162,Jena,Leutragraben,8,7740,Jena,poststelle@finanzamt-jena.thueringen.de,
311,FA401,4165,Pößneck,Gerberstr.,65,7381,Pößneck,poststelle@finanzamt-poessneck.thueringen.de,
312,FA402,4166,Altenburg,Wenzelstr.,45,4600,Altenburg,poststelle@finanzamt-altenburg.thueringen.de,
313,FA403,4170,Sonneberg,Köppelsdorfer Straße,86,96502,Sonneberg,poststelle@finanzamt-sonneberg.thueringen.de,
314,FA404,4171,Suhl,Karl-Liebknecht-Str.,4,98527,Suhl,poststelle@finanzamt-suhl.thueringen.de,
315,FA405,5101,Dinslaken,Schillerstr.,71,46535,Dinslaken,Service@FA-5101.fin-nrw.de,
316,FA406,5102,Viersen,Eindhovener Str.,71,41751,Viersen,Service@FA-5102.fin-nrw.de,
317,FA407,5103,Düsseldorf-Altstadt,Oberrather Str.,2,40472,Düsseldorf,Service@FA-5103.fin-nrw.de,
318,FA408,5105,Düsseldorf-Nord,Hans-Böckler-Str.,36,40476,Düsseldorf,Service@FA-5105.fin-nrw.de,
319,FA409,5106,Düsseldorf-Süd,Kruppstr.,110,40227,Düsseldorf,Service@FA-5106.fin-nrw.de,
320,FA41,1125,Zehlendorf,Martin-Buber-Straße,20,14163,Berlin,poststelle@fa-zehlendorf.verwalt-berlin.de,
321,FA410,5107,Duisburg-Hamborn,Hufstr.,25,47166,Duisburg,Service@FA-5107.fin-nrw.de,
322,FA411,5109,Duisburg-Süd,Landfermannstr.,25,47051,Duisburg,Service@FA-5109.fin-nrw.de,
323,FA412,5111,Essen-NordOst,Altendorfer Str.,129,45143,Essen,Service@FA-5111.fin-nrw.de,
324,FA413,5112,Essen-Süd,Altendorfer Str.,129,45143,Essen,Service@FA-5112.fin-nrw.de,
325,FA414,5113,Geldern,Am Nierspark,25,47608,Geldern,Service@FA-5113.fin-nrw.de,
326,FA415,5114,Grevenbroich,Merkatorstr.,12,41515,Grevenbroich,Service@FA-5114.fin-nrw.de,
327,FA416,5115,Kempen,Arnoldstr.,13,47906,Kempen,Service@FA-5115.fin-nrw.de,
328,FA417,5116,Kleve,Emmericher Str.,182,47533,Kleve,Service@FA-5116.fin-nrw.de,
329,FA418,5117,Krefeld,Grenzstr.,100,47799,Krefeld,Service@FA-5117.fin-nrw.de,
330,FA419,5119,Kamp-Lintfort,Südstr.,11,47475,Kamp-Lintfort,Service@FA-5119.fin-nrw.de,
331,FA42,1127,für Körperschaften I,Bredtschneiderstraße,5,14057,Berlin,poststelle@fa-koerperschaften-i.verwalt-berlin.de,
332,FA420,5120,Mülheim an der Ruhr,Wilhelmstr.,7,45468,Mülheim,Service@FA-5120.fin-nrw.de,
333,FA421,5121,Mönchengladbach,Am Hockeypark,2,41179,Mönchengladbach,Service@FA-5121.fin-nrw.de,
334,FA422,5122,Neuss,Hammfelddamm,9,41460,Neuss,Service@FA-5122.fin-nrw.de,
335,FA423,5123,Oberhausen-Nord,Gymnasialstr.,16,46145,Oberhausen,Service@FA-5123.fin-nrw.de,
336,FA424,5124,Oberhausen-Süd,Schwartzstr.,7,46045,Oberhausen,Service@FA-5124.fin-nrw.de,
337,FA425,5126,Remscheid,Wupperstr.,10,42897,Remscheid,Service@FA-5126.fin-nrw.de,
338,FA426,5128,Solingen,Goerdelerstr.,50,42651,Solingen,Service@FA-5128.fin-nrw.de,
339,FA427,5130,Wesel,Heuberg,8,46483,Wesel,Service@FA-5130.fin-nrw.de,
340,FA428,5131,Wuppertal-Barmen,Unterdörnen,96,42283,Wuppertal,Service@FA-5131.fin-nrw.de,
341,FA429,5132,Wuppertal-Elberfeld,Kasinostr.,12,42103,Wuppertal,Service@FA-5132.fin-nrw.de,
342,FA43,1129,für Körperschaften III,Volkmarstraße,13,12099,Berlin,poststelle@fa-koerperschaften-iii.verwalt-berlin.de,
343,FA430,5133,Düsseldorf-Mitte,Kruppstr.,110,40227,Düsseldorf,Service@FA-5133.fin-nrw.de,
344,FA431,5134,Duisburg-West,Friedrich-Ebert-Str.,133,47226,Duisburg,Service@FA-5134.fin-nrw.de,
345,FA432,5135,Hilden,Neustr.,60,40721,Hilden,Service@FA-5135.fin-nrw.de,
346,FA433,5139,Velbert,Nedderstr.,38,42549,Velbert,Service@FA-5139.fin-nrw.de,
347,FA434,5147,Düsseldorf-Mettmann,Harkortstr.,2,40210,Düsseldorf,Service@FA-5147.fin-nrw.de,
348,FA435,5149,Rechenzentrum d. FinVerw NRW,Roßstr.,131,40476,Düsseldorf,Service@FA-5149.fin-nrw.de,
349,FA436,5170,Düsseldorf I für Groß- und Konzernbetriebsprüfung,Kanzlerstr.,6,40472,Düsseldorf,Service@FA-5170.fin-nrw.de,
350,FA437,5171,Düsseldorf II für Groß- und Konzernbetriebsprüfung,Kanzlerstr.,6,40472,Düsseldorf,Service@FA-5171.fin-nrw.de,
351,FA438,5172,Essen für Groß- und Konzernbetriebsprüfung,In der Hagenbeck,64,45143,Essen,Service@FA-5172.fin-nrw.de,
352,FA439,5173,Krefeld für Groß- und Konzernbetriebsprüfung,De-Greiff-Straße,199,47803,Krefeld,Service@FA-5173.fin-nrw.de,
353,FA44,1130,für Körperschaften IV,Magdalenenstraße,25,10365,Berlin,poststelle@fa-koerperschaften-iv.verwalt-berlin.de,
354,FA440,5174,Bergisches Land für Groß- und Konzernbetriebsprüfung,Gleisdreieck,5,42651,Solingen,Service@FA-5174.fin-nrw.de,
355,FA441,5176,Mönchengladbach für Groß- und Konzernbetriebsprüfung,Am Hockeypark,2,41179,Mönchengladbach,Service@FA-5176.fin-nrw.de,
356,FA442,5181,Düsseldorf f. Steuerfahndung und Steuerstrafsachen,Kruppstr.,110,40227,Düsseldorf,Service@FA-5181.fin-nrw.de,
357,FA443,5182,Essen f. Steuerfahndung und Steuerstrafsachen,In der Hagenbeck,64,45143,Essen,Service@FA-5182.fin-nrw.de,
358,FA444,5183,Wuppertal f. Steuerfahndung und Steuerstrafsachen,Unterdörnen,96,42283,Wuppertal,Service@FA-5183.fin-nrw.de,
359,FA445,5201,Aachen-Stadt,Krefelder Str.,210,52070,Aachen,Service@FA-5201.fin-nrw.de,
360,FA446,5202,Aachen-Kreis,Krefelder Straße,210,52070,Aachen,Service@FA-5202.fin-nrw.de,
361,FA447,5203,Bergheim,Rathausstr.,3,50126,Bergheim,Service@FA-5203.fin-nrw.de,
362,FA448,5204,Bergisch Gladbach,Refrather Weg,35,51469,Bergisch Gladbach,Service@FA-5204.fin-nrw.de,
363,FA449,5205,Bonn-Innenstadt,Welschnonnenstr.,15,53111,Bonn,Service@FA-5205.fin-nrw.de,
364,FA45,1131,Prenzlauer Berg,Storkower Straße,134,10407,Berlin,poststelle@fa-prenzlauer-berg.verwalt-berlin.de,
365,FA450,5206,Bonn-Außenstadt,Bachstr.,36,53115,Bonn,Service@FA-5206.fin-nrw.de,
366,FA451,5207,Düren,Goethestr.,7,52349,Düren,Service@FA-5207.fin-nrw.de,
367,FA452,5208,Erkelenz,Südpromenade,37,41812,Erkelenz,Service@FA-5208.fin-nrw.de,
368,FA453,5209,Euskirchen,Thomas-Mann-Str.,2,53879,Euskirchen,Service@FA-5209.fin-nrw.de,
369,FA454,5210,Geilenkirchen,Herz.-Wilh.-Str.,41,52511,Geilenkirchen,Service@FA-5210.fin-nrw.de,
370,FA455,5211,Schleiden,Kurhausstr.,7,53937,Schleiden,Service@FA-5211.fin-nrw.de,
371,FA456,5212,Gummersbach,Mühlenbergweg,5,51645,Gummersbach,Service@FA-5212.fin-nrw.de,
372,FA457,5213,Jülich,Wilhelmstraße,5,52428,Jülich,Service@FA-5213.fin-nrw.de,
373,FA458,5214,Köln-Altstadt,Am Weidenbach,2,50676,Köln,Service@FA-5214.fin-nrw.de,
374,FA459,5215,Köln-Mitte,Blaubach,7,50676,Köln,Service@FA-5215.fin-nrw.de,
375,FA46,1132,Lichtenberg,Josef-Orlopp-Straße,62,10365,Berlin,poststelle@fa-lichtenberg.verwalt-berlin.de,
376,FA460,5216,Köln-Porz,Klingerstr.,2,51143,Köln,Service@FA-5216.fin-nrw.de,
377,FA461,5217,Köln-Nord,Innere Kanalstr.,214,50670,Köln,Service@FA-5217.fin-nrw.de,
378,FA462,5218,Köln-Ost,Siegesstr.,1,50679,Köln,Service@FA-5218.fin-nrw.de,
379,FA463,5219,Köln-Süd,Am Weidenbach,6,50676,Köln,Service@FA-5219.fin-nrw.de,
380,FA464,5220,Siegburg,Mühlenstr.,19,53721,Siegburg,Service@FA-5220.fin-nrw.de,
381,FA465,5221,Wipperfürth,Am Stauweiher,3,51688,Wipperfürth,Service@FA-5221.fin-nrw.de,
382,FA466,5222,Sankt Augustin,Hubert-Minz-Str,10,53757,Sankt Augustin,Service@FA-5222.fin-nrw.de,
383,FA467,5223,Köln-West,Haselbergstr.,20,50931,Köln,Service@FA-5223.fin-nrw.de,
384,FA468,5224,Brühl,Kölnstr.,104,50321,Brühl,Service@FA-5224.fin-nrw.de,
385,FA469,5230,Leverkusen,Marie-Curie-Str.,2,51377,Leverkusen,Service@FA-5230.fin-nrw.de,
386,FA47,1133,Marzahn-Hellersdorf,Allee der Kosmonauten,29,12681,Berlin,poststelle@fa-marzahn-hellersdorf.verwalt-berlin.de,
387,FA470,5270,Köln für Groß- und Konzernbetriebsprüfung,Am Gleisdreieck,7,50823,Köln,Service@FA-5270.fin-nrw.de,
388,FA471,5271,Aachen für Groß- und Konzernbetriebsprüfung,Krefelder Str.,210,52070,Aachen,Service@FA-5271.fin-nrw.de,
389,FA472,5272,Bonn für Groß- und Konzernbetriebsprüfung,Kölnstr.,32,53111,Bonn,Service@FA-5272.fin-nrw.de,
390,FA473,5281,Aachen f. Steuerfahndung und Steuerstrafsachen,Krefelder Str.,210,52070,Aachen,Service@FA-5281.fin-nrw.de,
391,FA474,5282,Bonn f. Steuerfahndung und Steuerstrafsachen,Am Propsthof,17,53121,Bonn,Service@FA-5282.fin-nrw.de,
392,FA475,5283,Köln f. Steuerfahndung und Steuerstrafsachen,Am Gleisdreieck,7,50823,Köln,Service@FA-5283.fin-nrw.de,
393,FA476,5301,Ahaus,Vredener Dyk,2,48683,Ahaus,Service@FA-5301.fin-nrw.de,
394,FA477,5302,Altena,Winkelsen,11,58762,Altena,Service@FA-5302.fin-nrw.de,
395,FA478,5303,Arnsberg,Rumbecker Str.,36,59821,Arnsberg,Service@FA-5303.fin-nrw.de,
396,FA479,5304,Beckum,Paterweg,25,59269,Beckum,Service@FA-5304.fin-nrw.de,
397,FA48,1134,Mitte/Tiergarten,Neue Jakobstraße,6,10179,Berlin,poststelle@fa-mitte-tiergarten.verwalt-berlin.de,
398,FA480,5305,Bielefeld-Innenstadt,Ravensberger Straße,90,33607,Bielefeld,Service@FA-5305.fin-nrw.de,
399,FA481,5306,Bochum-Mitte,Castroper Str.,40,44791,Bochum,Service@FA-5306.fin-nrw.de,
400,FA482,5307,Borken,Nordring,184,46325,Borken,Service@FA-5307.fin-nrw.de,
401,FA483,5308,Bottrop,Scharnhölzstr.,32,46236,Bottrop,Service@FA-5308.fin-nrw.de,
402,FA484,5309,Brilon,Almerfeldweg,30,59929,Brilon,Service@FA-5309.fin-nrw.de,
403,FA485,5310,Bünde,Lettow-Vorbeck-Str.,2,32257,Bünde,Service@FA-5310.fin-nrw.de,
404,FA486,5311,Steinfurt,Ochtruper Str.,2,48565,Steinfurt,Service@FA-5311.fin-nrw.de,
405,FA487,5312,Coesfeld,Friedrich-Ebert-Str.,8,48653,Coesfeld,Service@FA-5312.fin-nrw.de,
406,FA488,5313,Detmold,Wotanstr.,8,32756,Detmold,Service@FA-5313.fin-nrw.de,
407,FA489,5314,Dortmund-West,Märkische Straße,124,44141,Dortmund,Service@FA-5314.fin-nrw.de,
408,FA49,1135,Pankow/Weißensee,Storkower Straße,134,10407,Berlin,poststelle@fa-pankow-weissensee.verwalt-berlin.de,
409,FA490,5315,Dortmund-Hörde,Niederhofener Str.,3,44263,Dortmund,Service@FA-5315.fin-nrw.de,
410,FA491,5316,Dortmund-Unna,Trakehnerweg,4,44143,Dortmund,Service@FA-5316.fin-nrw.de,
411,FA492,5317,Dortmund-Ost,Auf dem Hohwart,2,44143,Dortmund,Service@FA-5317.fin-nrw.de,
412,FA493,5319,Gelsenkirchen,Ludwig-Erhard-Str.,7,45891,Gelsenkirchen,Service@FA-5319.fin-nrw.de,
413,FA494,5321,Hagen,Schürmannstr.,7,58097,Hagen,Service@FA-5321.fin-nrw.de,
414,FA495,5322,Hamm,Grünstr.,2,59065,Hamm,Service@FA-5322.fin-nrw.de,
